{'pressure': 956.66, 'pressure_unit': 'hPa', 'temperature': 31.83, 'temperature_unit': '°C', 'humidity': 27.61, 'humidity_unit': '%', 'lux': 27, 'uvs': 4, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -1, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.87, 'pressure_unit': 'hPa', 'temperature': 31.61, 'temperature_unit': '°C', 'humidity': 27.45, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 23, 'Z': 2070}, 'gyroscope': {'X': -10, 'Y': 0, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.87, 'pressure_unit': 'hPa', 'temperature': 31.61, 'temperature_unit': '°C', 'humidity': 27.45, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 22, 'Z': 2069}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.82, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.84, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 24, 'Z': 2070}, 'gyroscope': {'X': -10, 'Y': -6, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.82, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.84, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 22, 'Z': 2068}, 'gyroscope': {'X': -11, 'Y': -6, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.87, 'pressure_unit': 'hPa', 'temperature': 31.64, 'temperature_unit': '°C', 'humidity': 27.81, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.0, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2066}, 'gyroscope': {'X': -10, 'Y': 0, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.87, 'pressure_unit': 'hPa', 'temperature': 31.64, 'temperature_unit': '°C', 'humidity': 27.81, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 25, 'Z': 2069}, 'gyroscope': {'X': -11, 'Y': 0, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.84, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 28.25, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': 0.0, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 21, 'Z': 2069}, 'gyroscope': {'X': -10, 'Y': 0, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.84, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 28.25, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.0, 'yaw': 180.0, 'acceleration': {'X': -30, 'Y': 21, 'Z': 2065}, 'gyroscope': {'X': -12, 'Y': -1, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.76, 'pressure_unit': 'hPa', 'temperature': 31.66, 'temperature_unit': '°C', 'humidity': 27.83, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.0, 'acceleration': {'X': -27, 'Y': 24, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.76, 'pressure_unit': 'hPa', 'temperature': 31.66, 'temperature_unit': '°C', 'humidity': 27.83, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': -180.01, 'acceleration': {'X': -26, 'Y': 24, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -1, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.82, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.56, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 23, 'Z': 2067}, 'gyroscope': {'X': -8, 'Y': -3, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.82, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.56, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.0, 'acceleration': {'X': -27, 'Y': 21, 'Z': 2066}, 'gyroscope': {'X': -12, 'Y': -4, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.74, 'pressure_unit': 'hPa', 'temperature': 31.68, 'temperature_unit': '°C', 'humidity': 28.22, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': -180.01, 'acceleration': {'X': -29, 'Y': 22, 'Z': 2067}, 'gyroscope': {'X': -8, 'Y': -2, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.74, 'pressure_unit': 'hPa', 'temperature': 31.68, 'temperature_unit': '°C', 'humidity': 28.22, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 24, 'Z': 2068}, 'gyroscope': {'X': -10, 'Y': -3, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.74, 'pressure_unit': 'hPa', 'temperature': 31.68, 'temperature_unit': '°C', 'humidity': 28.22, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.0, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2066}, 'gyroscope': {'X': -10, 'Y': -2, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.82, 'pressure_unit': 'hPa', 'temperature': 31.7, 'temperature_unit': '°C', 'humidity': 26.79, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 21, 'Z': 2067}, 'gyroscope': {'X': -9, 'Y': -4, 'Z': -3}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.82, 'pressure_unit': 'hPa', 'temperature': 31.7, 'temperature_unit': '°C', 'humidity': 26.79, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 23, 'Z': 2065}, 'gyroscope': {'X': -12, 'Y': -5, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.76, 'pressure_unit': 'hPa', 'temperature': 31.7, 'temperature_unit': '°C', 'humidity': 27.76, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': -180.01, 'acceleration': {'X': -33, 'Y': 22, 'Z': 2065}, 'gyroscope': {'X': -9, 'Y': -2, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.76, 'pressure_unit': 'hPa', 'temperature': 31.7, 'temperature_unit': '°C', 'humidity': 27.76, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 23, 'Z': 2069}, 'gyroscope': {'X': -10, 'Y': -1, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.79, 'pressure_unit': 'hPa', 'temperature': 31.72, 'temperature_unit': '°C', 'humidity': 27.79, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': -180.01, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2069}, 'gyroscope': {'X': -9, 'Y': -1, 'Z': 2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.79, 'pressure_unit': 'hPa', 'temperature': 31.72, 'temperature_unit': '°C', 'humidity': 27.79, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -31, 'Y': 24, 'Z': 2068}, 'gyroscope': {'X': -8, 'Y': -2, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.7, 'temperature_unit': '°C', 'humidity': 27.24, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 22, 'Z': 2065}, 'gyroscope': {'X': -11, 'Y': -4, 'Z': -1}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.7, 'temperature_unit': '°C', 'humidity': 27.24, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 22, 'Z': 2067}, 'gyroscope': {'X': -11, 'Y': -4, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.92, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.89, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 23, 'Z': 2063}, 'gyroscope': {'X': -11, 'Y': -2, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.92, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.89, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.0, 'yaw': 180.0, 'acceleration': {'X': -30, 'Y': 20, 'Z': 2062}, 'gyroscope': {'X': -11, 'Y': -1, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.92, 'pressure_unit': 'hPa', 'temperature': 31.65, 'temperature_unit': '°C', 'humidity': 27.89, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': 0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 20, 'Z': 2067}, 'gyroscope': {'X': -9, 'Y': 0, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.92, 'pressure_unit': 'hPa', 'temperature': 31.63, 'temperature_unit': '°C', 'humidity': 27.86, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.0, 'acceleration': {'X': -29, 'Y': 24, 'Z': 2070}, 'gyroscope': {'X': -10, 'Y': -3, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.92, 'pressure_unit': 'hPa', 'temperature': 31.63, 'temperature_unit': '°C', 'humidity': 27.86, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': 0.0, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 24, 'Z': 2065}, 'gyroscope': {'X': -9, 'Y': 2, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.0, 'pressure_unit': 'hPa', 'temperature': 31.63, 'temperature_unit': '°C', 'humidity': 27.69, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.0, 'pressure_unit': 'hPa', 'temperature': 31.63, 'temperature_unit': '°C', 'humidity': 27.69, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': -180.01, 'acceleration': {'X': -30, 'Y': 22, 'Z': 2067}, 'gyroscope': {'X': -9, 'Y': -1, 'Z': 2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.62, 'temperature_unit': '°C', 'humidity': 28.12, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2069}, 'gyroscope': {'X': -9, 'Y': -3, 'Z': -3}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.62, 'temperature_unit': '°C', 'humidity': 28.12, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 22, 'Z': 2068}, 'gyroscope': {'X': -9, 'Y': -5, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.64, 'temperature_unit': '°C', 'humidity': 28.01, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -30, 'Y': 23, 'Z': 2068}, 'gyroscope': {'X': -10, 'Y': -4, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.64, 'temperature_unit': '°C', 'humidity': 28.01, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 22, 'Z': 2068}, 'gyroscope': {'X': -9, 'Y': -3, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.67, 'temperature_unit': '°C', 'humidity': 28.11, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2069}, 'gyroscope': {'X': -10, 'Y': -4, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.67, 'temperature_unit': '°C', 'humidity': 28.11, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 22, 'Z': 2068}, 'gyroscope': {'X': -10, 'Y': -6, 'Z': -3}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.67, 'temperature_unit': '°C', 'humidity': 28.06, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': 0.0, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 22, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': 1, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.67, 'temperature_unit': '°C', 'humidity': 28.06, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -26, 'Y': 23, 'Z': 2066}, 'gyroscope': {'X': -11, 'Y': -4, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.67, 'temperature_unit': '°C', 'humidity': 28.06, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': 0.0, 'yaw': 180.0, 'acceleration': {'X': -30, 'Y': 22, 'Z': 2069}, 'gyroscope': {'X': -11, 'Y': 1, 'Z': -7}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.61, 'temperature_unit': '°C', 'humidity': 28.42, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 23, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -4, 'Z': -1}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.9, 'pressure_unit': 'hPa', 'temperature': 31.61, 'temperature_unit': '°C', 'humidity': 28.42, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': 0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 24, 'Z': 2065}, 'gyroscope': {'X': -9, 'Y': 0, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.61, 'temperature_unit': '°C', 'humidity': 27.02, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 22, 'Z': 2065}, 'gyroscope': {'X': -11, 'Y': 0, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 956.95, 'pressure_unit': 'hPa', 'temperature': 31.61, 'temperature_unit': '°C', 'humidity': 27.02, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': 0.0, 'yaw': 180.0, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2066}, 'gyroscope': {'X': -11, 'Y': 1, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.06, 'pressure_unit': 'hPa', 'temperature': 31.54, 'temperature_unit': '°C', 'humidity': 27.95, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 22, 'Z': 2068}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -3}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.06, 'pressure_unit': 'hPa', 'temperature': 31.54, 'temperature_unit': '°C', 'humidity': 27.95, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 24, 'Z': 2068}, 'gyroscope': {'X': -9, 'Y': -4, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.08, 'pressure_unit': 'hPa', 'temperature': 31.5, 'temperature_unit': '°C', 'humidity': 28.04, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 24, 'Z': 2068}, 'gyroscope': {'X': -10, 'Y': 0, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.08, 'pressure_unit': 'hPa', 'temperature': 31.5, 'temperature_unit': '°C', 'humidity': 28.04, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 23, 'Z': 2065}, 'gyroscope': {'X': -11, 'Y': -4, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.08, 'pressure_unit': 'hPa', 'temperature': 31.5, 'temperature_unit': '°C', 'humidity': 28.04, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 25, 'Z': 2066}, 'gyroscope': {'X': -10, 'Y': -3, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.19, 'pressure_unit': 'hPa', 'temperature': 31.45, 'temperature_unit': '°C', 'humidity': 28.05, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -32, 'Y': 21, 'Z': 2063}, 'gyroscope': {'X': -10, 'Y': -4, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.19, 'pressure_unit': 'hPa', 'temperature': 31.45, 'temperature_unit': '°C', 'humidity': 28.05, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': 0.0, 'yaw': 180.0, 'acceleration': {'X': -26, 'Y': 20, 'Z': 2066}, 'gyroscope': {'X': -9, 'Y': 1, 'Z': -6}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.19, 'pressure_unit': 'hPa', 'temperature': 31.45, 'temperature_unit': '°C', 'humidity': 27.38, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -21, 'Y': 21, 'Z': 2066}, 'gyroscope': {'X': -11, 'Y': -9, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.19, 'pressure_unit': 'hPa', 'temperature': 31.45, 'temperature_unit': '°C', 'humidity': 27.38, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -29, 'Y': 22, 'Z': 2068}, 'gyroscope': {'X': -12, 'Y': 0, 'Z': -5}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.24, 'pressure_unit': 'hPa', 'temperature': 31.46, 'temperature_unit': '°C', 'humidity': 28.47, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 25, 'Z': 2065}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.24, 'pressure_unit': 'hPa', 'temperature': 31.46, 'temperature_unit': '°C', 'humidity': 28.47, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -28, 'Y': 24, 'Z': 2064}, 'gyroscope': {'X': -9, 'Y': -3, 'Z': -3}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.24, 'pressure_unit': 'hPa', 'temperature': 31.4, 'temperature_unit': '°C', 'humidity': 28.28, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -25, 'Y': 24, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -3}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.24, 'pressure_unit': 'hPa', 'temperature': 31.4, 'temperature_unit': '°C', 'humidity': 28.28, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 27, 'Z': 2069}, 'gyroscope': {'X': -10, 'Y': 0, 'Z': -1}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.3, 'pressure_unit': 'hPa', 'temperature': 31.38, 'temperature_unit': '°C', 'humidity': 28.21, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.0, 'yaw': 180.01, 'acceleration': {'X': -27, 'Y': 23, 'Z': 2068}, 'gyroscope': {'X': -10, 'Y': 0, 'Z': -4}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.3, 'pressure_unit': 'hPa', 'temperature': 31.38, 'temperature_unit': '°C', 'humidity': 28.21, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': -180.01, 'acceleration': {'X': -28, 'Y': 22, 'Z': 2067}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': 0}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.3, 'pressure_unit': 'hPa', 'temperature': 31.38, 'temperature_unit': '°C', 'humidity': 28.78, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.01, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -33, 'Y': 24, 'Z': 2064}, 'gyroscope': {'X': -10, 'Y': -5, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
{'pressure': 957.3, 'pressure_unit': 'hPa', 'temperature': 31.38, 'temperature_unit': '°C', 'humidity': 28.78, 'humidity_unit': '%', 'lux': 27, 'uvs': 3, 'gas': 8194, 'roll': -0.02, 'pitch': -0.01, 'yaw': 180.01, 'acceleration': {'X': -25, 'Y': 28, 'Z': 2066}, 'gyroscope': {'X': -11, 'Y': -6, 'Z': -2}, 'magnetic': {'X': 0, 'Y': 0, 'Z': 0}}
